user_id,latent_feature_1,latent_feature_2,latent_feature_3,latent_feature_4,latent_feature_5,latent_feature_6,latent_feature_7,latent_feature_8,latent_feature_9,latent_feature_10,latent_feature_11,latent_feature_12,latent_feature_13,latent_feature_14,latent_feature_15,latent_feature_16,latent_feature_17,latent_feature_18,latent_feature_19,latent_feature_20,latent_feature_21,latent_feature_22,latent_feature_23,latent_feature_24,latent_feature_25,latent_feature_26,latent_feature_27,latent_feature_28,latent_feature_29,latent_feature_30,latent_feature_31,latent_feature_32,latent_feature_33,latent_feature_34,latent_feature_35,latent_feature_36,latent_feature_37,latent_feature_38,latent_feature_39,latent_feature_40,latent_feature_41,latent_feature_42,latent_feature_43,latent_feature_44,latent_feature_45,latent_feature_46,latent_feature_47,latent_feature_48,latent_feature_49,latent_feature_50
1,42.15645070481257,-1.462913011178952,-1.3359531825920434,-13.424215052608707,-2.244709113571865,-2.503611546871793,10.755732752726304,2.0610744268218584,-6.110556964112951,1.6002516913854248,0.40241441761892005,0.5135154693348267,-3.6389348143625546,-2.2293307052219005,-1.1812786369342638,0.6442873835860297,-6.790841503280429,1.3798621675598421,3.141977880821769,2.9779457214931195,4.854146552743295,1.3385412953674183,-4.314375054150469,-4.075457557155219,-0.7105623697308581,-0.9251299495012005,-3.211381472781393,7.276026969639778,2.1603227157816045,-5.263763985865812,3.6744572454823277,4.259762920295959,1.0014933840028952,-6.107785709263743,2.3746250418609094,6.334506994045875,-1.1288171211524327,-3.299713005012979,-3.9215805597876763,1.6792380955605513,-3.2911373475820263,2.6468527361501524,-6.899714415338194,1.053769548678251,3.1445019842234907,-0.6244483535628377,-2.2114912298433373,-5.839566558196392,-6.61222120521461,7.399241277765473
2,8.98235171591259,11.415745048699492,11.454039231750823,2.5914057363208203,2.4471190761438892,-0.8402888026287638,2.2666841725361513,0.7092307290370659,-3.904862180028747,-0.5020652703266895,7.059212858346189,-0.1259251721842829,0.15352408385604738,0.8175040553459283,3.8007181812290622,-1.4411369929785,-0.756037775235214,0.9077589778475305,-1.4439020905416893,-1.3567641545281008,-0.410211148476504,0.4936933712252587,-0.15186404469300352,-2.286886808050098,-1.1106871030601377,2.3486430599935515,-0.9438589657865641,2.2396625181816994,0.6480827881716675,2.9583781047784243,0.3181975431931334,0.9821402670980484,2.3147197833829694,-1.390722385468218,0.7332660044699805,-0.7311920177812505,1.2030155016065167,-1.996213542959994,-1.8224085338609823,1.6321726908782344,-0.7699480482936095,1.06373846799795,2.1696774828360748,-2.3403419186281313,1.7425686452592668,-0.3629954391696534,-0.12337656976162009,2.3498081433849243,-1.1940887906887292,0.5428910304841741
3,3.6246929145777202,6.27232705095402,5.089286320070116,4.54609695253152,-6.970315476599241,-0.561600482160977,0.5747119906759497,0.30669109289793517,2.386764465390835,-0.7008584543487745,-1.155115378398781,-0.669168299403107,-0.3425584672004549,-0.10164441447739092,-1.225605564848473,0.537398991054059,-0.8058803134600971,-1.3509378462283574,1.8585760408576504,-0.14001148406088212,-0.48635347376516747,-0.7008249374680585,0.5268446444502549,-1.2363682314888067,2.80476291812942,-0.5008532623415206,1.195108314777424,-1.2763478414666525,0.8405220646229801,-2.772178254926798,-0.46440017344637996,0.605420321927609,-0.7214201466969457,0.06194394864939856,0.49732301449387734,-0.0816265922337067,-1.068256276396401,2.24872431703072,-1.1440567472985936,-1.1664243207877714,-0.2712200146005645,0.6675699905484369,-0.45202723109197174,0.8483991573202414,0.505524941801328,-0.1325576239118953,1.169457134220536,-0.29313087437688945,1.3107402201554774,1.3381583856858512
4,3.839382596855514,5.067743821156456,2.7126810706928923,3.1347778452185935,-3.973738642760713,1.7661734241871225,1.3928084513323644,0.952410198973942,2.216617133990845,0.8037983803359122,-0.4325166274427009,1.227232311601702,0.5882627749436545,1.995972916085138,-2.975516669421034,1.1063700819154119,0.036065052036002854,-1.4977756007938143,0.4356705018944204,1.2300647005388512,-0.2737841297803535,0.6181975092966219,1.3342432474182218,-0.8670260642309049,-0.6871547474512726,-0.8075852452933818,-0.049724184432737115,-0.6114471811702327,0.7442278217685676,-0.3461442997225185,0.59337467377545,-0.11295732038618123,0.7615856427770795,-0.2847474478360139,0.8906831954619157,0.8730257528545999,0.019653836973242224,0.6287213932229029,-1.9464874398659702,-1.0604342407254936,1.4243216505957497,0.016532101688391504,0.3834880143392895,1.070625357884634,0.1533329802491189,-0.18451073332587653,-0.347238889657972,2.71748487707372,1.5922390686684154,-0.5390209926023604
5,20.979029293815202,-2.2424583041209836,-10.049387520160142,-2.292836133595384,-1.6640577484835921,1.9521961699099093,12.074268334077965,-8.988313921157445,1.2960838885747685,2.2691816502816646,3.808371527797327,5.605703510460267,-1.0494055447791057,-1.3583381852267467,2.6455146086301906,-1.818522250674262,-0.9426064700881953,-0.27176310747265153,-1.6852002067618501,-1.1202628734871793,-0.9896747834592567,-3.763039349670132,0.3294745243731694,-2.331092408132307,2.0435462143628573,-2.028613226536152,0.40437203399964883,-0.7169264965540628,1.5681977427648035,3.390642935318228,-2.0764662703731993,-2.1918965781913995,4.20433179463078,2.418197052488454,-4.111826909765201,0.11797011324741735,0.39136917231351864,0.33730450879969776,0.5038763577824719,0.7040507179291343,-3.1941998819149924,0.5707588622190249,-3.122222159415788,0.7272807147105026,-1.7866391442501646,2.0389430269721363,-1.2222634133371013,-0.7980298439075352,-1.8884034493956219,1.565757385877389
6,34.372586210700916,-14.022586404559423,18.784493489586296,-1.1354606274229004,4.321391422727296,5.167979386407563,-0.9575718433914973,-1.269372966948553,1.4951658409108242,-7.219489909499578,1.5658449627714777,-2.238916510615904,-2.6435905116015923,-2.60775572245018,-1.5925205242130582,-2.176945034866674,-1.3369567706026786,6.55517280975963,-0.8476418979140063,-0.00458897458052163,2.0479874634045103,3.570879005659094,0.1313902443018553,1.0456768668362932,-2.166932896751784,0.6017633408204703,4.396825275235969,4.893100963645312,-0.23283745254763233,-0.9301820628048377,2.973647757841384,-2.1194557551977278,-0.27252267321121104,-0.09590913018875852,-0.6592107902433471,-0.24599987306824778,0.9485701982834784,0.629135801955431,-1.7470453035685645,-3.1719616489873568,1.0558890885719732,3.7350633183136406,-2.1420206347352893,0.7104739372000742,-1.1930715451273592,5.754407624293379,-1.9935905299211854,-0.16907249304114302,2.190797601558776,0.9021746652012949
7,58.955133910160555,-21.951901408048496,-2.1323616458945525,5.544027929864737,-7.221532538056071,0.23619121477636645,-12.55099448433178,-14.826089998335267,3.081740008420698,13.227391791552588,4.087055454766099,-2.4210999985831805,-7.279908220059512,5.760316580554365,-4.453517981149585,-6.905464367316254,3.063967146411173,4.654355088707318,-4.081371850327157,4.445337049870332,-8.704381282828026,-4.127928396916634,-1.8708103916249466,-7.543191297721945,-8.674255429198817,-2.9583359323710385,-1.2233011512330403,-0.3933469670660059,-2.916460279432375,-0.8212025492889055,-0.6618308593021983,-3.0777915244973557,4.864241180898413,2.074061384966808,4.400895708342743,-3.863933306940379,2.639989753258832,5.542448455184082,-0.07715263470124123,-4.5884145474628255,-1.3841007050562664,0.5075098738475831,0.9165373635700758,4.675072292854027,10.854027092604069,-6.586603721626061,1.675562712353298,3.855325083179019,1.5181646780534914,5.838607882567076
8,13.670957991333193,1.1123214380426596,-4.754775500390904,-1.1232082162534882,-7.071381447308103,9.094086086884174,1.1227786694446569,3.2484613414901293,-8.88056762123109,0.29813397320660173,1.7441480254496402,-2.009536251103798,1.7321460277600176,2.8119799357080133,-1.5012539731279246,1.0178712031657229,2.9433804367880825,-3.3612426999430345,1.5736727947564868,0.15970455940623285,-1.7691070905109147,4.484451563786304,2.2119180770515934,-3.8981128634415003,1.1908293252933722,0.9770252766630845,-3.0763797876093633,-3.202103708377551,-1.4923065914807174,-0.9312002654994618,0.36793299559459536,0.13284355129844708,0.32004107435576,-1.4932543240226046,0.11212026181832624,2.434371558588064,1.2520321767053728,1.301142263828858,0.21918844860651596,-0.30276377808067634,0.08934850027691874,-0.26769870072534496,1.6041208688660236,-0.6791715879143863,-0.9553787400610374,0.456331653504993,-0.7594442925764089,2.494077886874283,1.8413712121900059,1.0006951195814242
9,4.1550371529615315,1.08866886207456,2.8042453401281997,0.5630320302542463,0.2148567200509464,1.4584837872483616,0.07481361424674411,-0.5962629712026417,0.3631745046586597,0.3232795552198409,1.831200691870661,-0.9642512901597843,0.1114114240897349,1.378173982828433,-0.6126317813274845,0.7239332071223861,-0.24652137235250612,0.8177152118354806,-0.629706438155783,1.5768482477847616,1.5877312597363902,0.7623450838193957,0.9215961423061434,1.380110452736868,-0.7413703687992242,1.2350049460179995,-0.9848948490488963,0.3295883059334476,0.6364374033776035,0.9531117502448802,-0.7565974077873907,0.05133988854040594,-0.8872453753878367,-0.3430763440034519,-0.26821452393200773,-1.8709900805614061,-1.5810763534422725,-0.9014988739599497,0.5474983822101157,1.5552888054545566,0.5088139043631743,-1.6452473149053661,-0.30489803233303425,-1.5666569885997483,-0.9734062344281615,2.630271985113623,1.6821386131383103,0.683504245487888,0.18389384327669106,0.5567673171663038
10,33.90121445366313,-14.807043807748823,15.278849844570946,-3.498555885732015,-1.2183770625960193,2.299228176549501,-6.937517341076866,0.0668788745279092,2.9255297207505326,-0.8255167649020998,5.867306225215764,0.09572238149713297,3.264148950340356,-2.5525463294737376,-4.041721971224119,-4.118387507026462,-2.2977239309736466,4.318465248826589,-1.8152528629265665,3.476571989435607,-0.22064204702101492,5.715130602634199,3.3850191164165553,1.7532953809092398,3.3284969192445306,7.116847036835723,-5.096344976601157,-0.349073417134373,-10.58482662732382,-3.827473171655712,2.614709487257201,1.344606594279396,-0.9184855574098335,-1.2606381191812546,-1.2643756395146504,1.2266922161742795,0.0009681142458085601,-2.6672742908870952,-4.266949817989507,-2.5578602868012683,-0.3668911811869934,-1.8752486738867122,-1.9311080405023948,1.1743856671757975,0.19361081370607125,1.401928299781531,-0.40129566540314454,-1.8464286852517315,3.1373912016864214,-0.442282226553187
